Identificador,Producto,Marca,Precio,Cantidad
2294384,Lapiz,Fabber Castell,5,587
2796419,Goma,Bic,13,646
9084652,Libro,Pritt,11,464
2089635,Goma,Santillana,3,374
9919936,Lapiz,Fabber Castell,8,706
5810059,Sacapuntas,Bic,20,322
5208151,Sacapuntas,Santillana,3,210
2707469,Regla,Fabber Castell,5,680
1997660,Sacapuntas,Faber Castell,10,483
6373034,Borrador,Norma,3,442
1160772,Lapiz,Faber Castell,11,228
7966226,Goma,Maped,13,491
8879644,Sacapuntas,Milan,13,302
5088655,Pegamento,Bic,15,157
9233972,Tijeras,Norma,11,600
1860458,Regla,Bic,13,685
9083566,Sacapuntas,Bic,10,266
6917554,Libro,Faber Castell,20,586
4886476,Lapiz,Milan,7,644
3762570,Cuaderno,Pritt,10,403
4859362,Plumon,Bic,11,215
9701228,Regla,Pritt,3,503
4240134,Sacapuntas,Bic,5,179
5147864,Libro,Maped,7,297
9834386,Borrador,Milan,13,285
5934062,Sacapuntas,Faber Castell,7,424
7547688,Plumon,Santillana,11,800
5779231,Plumon,Norma,20,674
6622023,Goma,Maped,3,304
6184454,Borrador,Santillana,13,572
7341591,Borrador,Fabber Castell,2,566
2810879,Tijeras,Maped,7,623
6018919,Pegamento,Pritt,15,680
8353810,Pegamento,Faber Castell,7,252
7625615,Plumon,Faber Castell,2,479
8557594,Goma,Staedtler,15,600
7884101,Pegamento,Bic,15,609
7435406,Libro,Milan,7,448
2737102,Goma,Milan,20,291
9733711,Regla,Santillana,20,116
2528002,Goma,Santillana,7,410
7854665,Tijeras,Pritt,15,426
8913653,Cuaderno,Milan,2,646
5829346,Borrador,Santillana,5,498
7927216,Lapiz,Milan,13,454
1032270,Lapiz,Sharpie,10,306
5163044,Cuaderno,Sharpie,20,698
9169515,Plumon,Staedtler,2,125
6580197,Sacapuntas,Staedtler,13,167
2518400,Lapiz,Staedtler,7,172
3721998,Tijeras,Milan,20,144
2439796,Plumon,Santillana,10,759
6637404,Borrador,Milan,11,380
3948329,Libro,Maped,13,364
1618483,Borrador,Fabber Castell,15,441
2855869,Plumon,Bic,20,154
5852428,Regla,Santillana,15,366
7499587,Pegamento,Maped,10,222
1964250,Libro,Sharpie,7,209
5224094,Tijeras,Sharpie,2,306
1560454,Regla,Norma,5,495
4532344,Regla,Faber Castell,13,344
7881127,Tijeras,Sharpie,8,438
7156091,Plumon,Faber Castell,2,178
7700939,Sacapuntas,Sharpie,20,418
9838472,Lapiz,Staedtler,13,205
9925417,Borrador,Sharpie,11,653
1310094,Tijeras,Norma,10,262
4658369,Plumon,Norma,10,623
5115066,Borrador,Fabber Castell,2,713
6467896,Borrador,Bic,10,669
4514968,Pegamento,Staedtler,5,119
9163078,Libro,Sharpie,7,113
5395699,Lapiz,Norma,5,539
1406373,Libro,Fabber Castell,5,393
4751945,Libro,Staedtler,20,143
6807056,Regla,Faber Castell,7,632
5827691,Sacapuntas,Pritt,11,214
8135527,Tijeras,Pritt,5,767
8163062,Cuaderno,Bic,15,698
7996882,Pegamento,Pritt,15,773
1915515,Regla,Sharpie,15,162
8583812,Libro,Norma,20,655
8363716,Tijeras,Pritt,10,108
2337447,Lapiz,Maped,3,138
1678066,Lapiz,Santillana,3,296
3366472,Lapiz,Sharpie,15,106
7477199,Cuaderno,Sharpie,7,455
7947913,Regla,Sharpie,7,564
1292061,Lapiz,Pritt,8,623
9241406,Pegamento,Sharpie,5,424
7838456,Borrador,Bic,20,720
7502027,Tijeras,Maped,7,615
6687045,Goma,Pritt,13,195
7748928,Pegamento,Pritt,20,204
9733024,Sacapuntas,Milan,7,393
5270874,Borrador,Milan,10,492
5441192,Goma,Pritt,8,520
2854676,Lapiz,Faber Castell,20,595
6966898,Libro,Milan,13,583
8956233,Plumon,Pritt,2,538
8057688,Pegamento,Pritt,8,418
9091433,Pegamento,Fabber Castell,3,274
5473735,Borrador,Santillana,20,154
2719884,Regla,Bic,20,234
7201325,Pegamento,Norma,5,429
3237901,Libro,Santillana,8,544
2854835,Borrador,Norma,8,467
9505435,Libro,Bic,20,324
6050184,Lapiz,Sharpie,8,341
8424912,Borrador,Maped,20,676
3967781,Regla,Milan,15,737
9232517,Borrador,Fabber Castell,15,592
3841996,Lapiz,Maped,20,577
9002550,Pegamento,Maped,11,333
9350021,Lapiz,Fabber Castell,15,709
6332995,Sacapuntas,Maped,3,461
3004608,Libro,Staedtler,3,231
1511965,Tijeras,Pritt,5,497
5320797,Libro,Maped,2,125
9349713,Lapiz,Norma,2,617
2459916,Pegamento,Faber Castell,7,653
3079609,Pegamento,Fabber Castell,11,328
4930041,Borrador,Staedtler,2,430
7095671,Libro,Maped,11,764
5625753,Lapiz,Sharpie,8,712
5784918,Borrador,Norma,7,268
8260443,Lapiz,Bic,8,203
3904923,Pegamento,Santillana,2,211
5418735,Lapiz,Sharpie,8,255
4242323,Lapiz,Santillana,15,135
3361983,Libro,Milan,2,526
4413128,Sacapuntas,Bic,5,407
1619773,Libro,Fabber Castell,2,431
2393899,Goma,Norma,15,491
4817901,Tijeras,Pritt,5,156
6122054,Plumon,Santillana,8,606
1109159,Cuaderno,Maped,5,699
8126815,Lapiz,Staedtler,10,366
5598603,Cuaderno,Maped,3,303
2801019,Libro,Fabber Castell,13,318
2005395,Borrador,Maped,11,299
6743422,Goma,Staedtler,13,764
7658279,Regla,Milan,5,400
6526965,Regla,Norma,15,789
7103888,Sacapuntas,Milan,3,572
8580928,Pegamento,Norma,10,298
9828448,Goma,Staedtler,7,391
4719976,Regla,Maped,3,372
6975084,Sacapuntas,Sharpie,15,361
5642123,Lapiz,Pritt,15,627
8081327,Cuaderno,Staedtler,10,120
6861008,Plumon,Staedtler,11,653
5959218,Goma,Maped,13,607
4574355,Pegamento,Pritt,7,191
6711802,Regla,Maped,3,200
4396222,Cuaderno,Faber Castell,20,178
7172197,Libro,Santillana,2,651
2263625,Regla,Staedtler,15,428
5226607,Goma,Maped,20,662
8804502,Regla,Norma,15,341
8984585,Borrador,Maped,3,347
7957407,Sacapuntas,Pritt,8,354
2511597,Libro,Milan,15,132
6710945,Pegamento,Pritt,13,368
4951568,Cuaderno,Maped,20,320
9928241,Plumon,Norma,11,389
1089119,Sacapuntas,Bic,5,775
9023080,Regla,Sharpie,3,149
6846453,Regla,Norma,11,261
5033302,Sacapuntas,Norma,8,157
5076901,Libro,Staedtler,8,684
5890460,Cuaderno,Bic,7,395
2531109,Pegamento,Pritt,11,403
4720914,Libro,Norma,11,581
4123658,Tijeras,Staedtler,20,328
1582035,Lapiz,Milan,3,215
1331609,Plumon,Sharpie,13,561
4902792,Pegamento,Maped,5,403
7189872,Sacapuntas,Sharpie,5,696
7788077,Borrador,Pritt,13,287
2091277,Libro,Milan,8,229
3596158,Borrador,Santillana,11,800
7298488,Sacapuntas,Fabber Castell,11,556
3297424,Libro,Santillana,11,544
7819019,Lapiz,Norma,8,204
3449532,Goma,Maped,15,530
4608020,Tijeras,Staedtler,8,692
7656329,Pegamento,Santillana,15,197
6892622,Regla,Milan,11,748
4273020,Goma,Maped,2,160
7200673,Goma,Fabber Castell,2,108
8468318,Libro,Fabber Castell,11,783
4562212,Lapiz,Staedtler,20,412
9893391,Libro,Bic,10,418
6245210,Tijeras,Fabber Castell,15,168
8753097,Tijeras,Staedtler,5,504
5477088,Cuaderno,Fabber Castell,10,561
6539835,Borrador,Staedtler,8,757
3654487,Cuaderno,Pritt,13,559
2308626,Borrador,Maped,8,655
4768696,Lapiz,Sharpie,13,285
2343386,Regla,Santillana,5,644
3963847,Tijeras,Pritt,2,435
5232864,Pegamento,Fabber Castell,13,516
7673085,Tijeras,Fabber Castell,2,538
5706134,Plumon,Norma,7,546
5512189,Regla,Norma,13,282
9004001,Libro,Pritt,11,733
3482479,Tijeras,Sharpie,11,460
7324518,Lapiz,Fabber Castell,13,538
5352773,Lapiz,Staedtler,5,432
9756319,Regla,Norma,10,180
9005992,Tijeras,Fabber Castell,13,564
3590493,Borrador,Fabber Castell,15,515
5859539,Lapiz,Fabber Castell,8,662
7232538,Tijeras,Staedtler,2,528
9397644,Libro,Pritt,2,513
4866147,Tijeras,Milan,13,278
5858965,Sacapuntas,Pritt,20,356
9045610,Sacapuntas,Staedtler,2,406
8675924,Cuaderno,Norma,8,192
4066097,Goma,Pritt,15,632
6880680,Libro,Milan,5,376
6997218,Cuaderno,Maped,2,318
4589977,Tijeras,Maped,10,479
1440242,Sacapuntas,Faber Castell,20,332
2799372,Borrador,Norma,13,133
7567295,Cuaderno,Santillana,5,732
1706480,Lapiz,Maped,5,267
9478298,Plumon,Faber Castell,11,210
4782312,Tijeras,Norma,13,187
7240800,Sacapuntas,Staedtler,5,635
3720057,Regla,Santillana,15,199
4574216,Plumon,Maped,15,256
5648130,Tijeras,Staedtler,8,449
1617408,Goma,Bic,7,601
2547228,Tijeras,Milan,20,733
2610307,Sacapuntas,Sharpie,5,412
7623351,Plumon,Staedtler,15,641
1240659,Goma,Maped,5,743
7557305,Lapiz,Fabber Castell,5,414
5143216,Cuaderno,Sharpie,3,761
4614241,Regla,Staedtler,13,747
6262841,Borrador,Santillana,11,648
5056007,Cuaderno,Sharpie,11,170
2619510,Tijeras,Bic,11,785
9177331,Sacapuntas,Santillana,10,747
2954256,Borrador,Staedtler,20,392
2029084,Sacapuntas,Staedtler,5,513
7757400,Regla,Norma,3,199
8020941,Regla,Norma,8,582
7984389,Cuaderno,Norma,10,564
3484564,Borrador,Sharpie,13,274
1388945,Goma,Norma,7,770
3189663,Sacapuntas,Bic,13,596
3460706,Regla,Pritt,2,434
5885651,Regla,Faber Castell,7,466
5228324,Pegamento,Staedtler,7,390
8226311,Plumon,Bic,5,209
9069942,Sacapuntas,Pritt,7,797
1323311,Pegamento,Sharpie,8,413
6642807,Cuaderno,Maped,3,522
5248161,Sacapuntas,Santillana,15,120
4553720,Plumon,Norma,15,563
5530554,Libro,Milan,7,210
2984416,Cuaderno,Bic,10,259
6440704,Plumon,Milan,11,670
5647911,Regla,Sharpie,10,312
1880623,Tijeras,Maped,20,152
9836799,Lapiz,Fabber Castell,5,793
5000098,Tijeras,Sharpie,15,525
7695257,Libro,Maped,2,308
3218608,Regla,Fabber Castell,5,220
8818941,Libro,Milan,11,355
6077518,Lapiz,Faber Castell,13,396
5729189,Goma,Bic,15,701
4749224,Sacapuntas,Pritt,15,150
6515921,Goma,Sharpie,10,472
6317225,Cuaderno,Santillana,7,335
4345524,Sacapuntas,Norma,20,423
6965304,Goma,Santillana,3,189
1895818,Plumon,Sharpie,2,145
6647792,Goma,Milan,5,204
1038200,Tijeras,Sharpie,15,416
9619585,Tijeras,Santillana,7,723
1981644,Sacapuntas,Norma,11,646
6571574,Regla,Fabber Castell,2,559
6547969,Libro,Norma,11,439
4982545,Goma,Fabber Castell,20,785
8742762,Lapiz,Sharpie,7,185
4296575,Plumon,Milan,13,426
3691167,Goma,Staedtler,2,694
1307701,Pegamento,Pritt,3,639
5671964,Cuaderno,Staedtler,20,656
1013150,Libro,Milan,3,771
9644904,Regla,Fabber Castell,10,516
7260491,Tijeras,Pritt,10,346
8380450,Cuaderno,Pritt,8,112
1062337,Libro,Santillana,8,735
6369622,Sacapuntas,Sharpie,2,325
7804106,Pegamento,Staedtler,7,787
1803532,Regla,Bic,10,685
2805911,Tijeras,Sharpie,2,176
9137170,Regla,Santillana,13,728
4012856,Libro,Norma,13,763
5240972,Goma,Fabber Castell,10,174
5165989,Sacapuntas,Pritt,10,359
6947403,Tijeras,Staedtler,15,756
7952865,Sacapuntas,Pritt,7,604
3075659,Libro,Staedtler,2,526
3446003,Tijeras,Pritt,13,105
5327162,Libro,Maped,3,659
8333741,Goma,Fabber Castell,11,441
8188397,Sacapuntas,Faber Castell,7,295
5354813,Borrador,Faber Castell,15,142
2187396,Goma,Santillana,7,452
6489696,Libro,Santillana,10,683
1187232,Regla,Norma,5,468
8974430,Sacapuntas,Norma,3,124
6425728,Goma,Milan,8,123
7325365,Pegamento,Maped,10,490
7558469,Lapiz,Milan,15,702
1023242,Regla,Fabber Castell,5,601
4805572,Goma,Milan,3,377
1000376,Goma,Sharpie,15,246
8493640,Lapiz,Pritt,15,750
1523791,Cuaderno,Pritt,5,577
8938382,Regla,Pritt,13,743
9861708,Goma,Santillana,20,121
5508323,Cuaderno,Maped,2,186
2564729,Libro,Staedtler,7,493
1170618,Plumon,Bic,10,402
1478749,Lapiz,Santillana,7,599
6810452,Sacapuntas,Santillana,10,774
1414639,Pegamento,Fabber Castell,15,694
1842504,Cuaderno,Sharpie,13,776
5796672,Cuaderno,Milan,7,335
1393133,Goma,Faber Castell,15,117
1695904,Libro,Bic,7,265
5437663,Plumon,Maped,15,480
6394259,Libro,Faber Castell,3,696
3421274,Pegamento,Milan,10,768
5372465,Tijeras,Maped,10,412
7896014,Sacapuntas,Milan,2,330
7149355,Tijeras,Santillana,8,537
6307402,Goma,Pritt,7,591
1333255,Sacapuntas,Sharpie,2,500
9268434,Goma,Fabber Castell,8,312
5554937,Plumon,Faber Castell,5,275
8736215,Goma,Milan,13,188
8261886,Cuaderno,Maped,2,785
7718146,Goma,Norma,11,724
6158583,Cuaderno,Staedtler,7,687
5690297,Regla,Bic,3,286
4010810,Libro,Sharpie,8,652
1621257,Tijeras,Bic,5,606
9150779,Regla,Pritt,2,327
8132156,Sacapuntas,Faber Castell,8,204
5270447,Cuaderno,Santillana,10,194
1198517,Goma,Fabber Castell,7,227
8262747,Regla,Milan,20,276
1191085,Libro,Staedtler,3,567
2309406,Goma,Maped,5,382
5903097,Plumon,Norma,20,215
4333376,Goma,Norma,11,171
1510705,Sacapuntas,Milan,8,106
4959871,Libro,Pritt,3,269
6879000,Sacapuntas,Fabber Castell,15,225
1310356,Goma,Staedtler,8,197
2695282,Plumon,Sharpie,5,685
4837234,Goma,Maped,10,262
4771111,Borrador,Santillana,10,356
3172278,Borrador,Milan,5,310
1423394,Plumon,Bic,11,405
7125127,Tijeras,Sharpie,20,217
1639727,Tijeras,Pritt,5,239
7332512,Cuaderno,Maped,2,315
3031190,Libro,Maped,15,225
9031477,Cuaderno,Staedtler,2,621
5259429,Plumon,Faber Castell,2,609
2037849,Tijeras,Maped,2,774
5662970,Goma,Norma,13,640
1179296,Pegamento,Bic,7,465
9504391,Pegamento,Maped,15,414
2873114,Pegamento,Sharpie,15,674
2183035,Borrador,Norma,2,349
1697012,Cuaderno,Faber Castell,7,461
6202873,Cuaderno,Fabber Castell,13,571
9452997,Borrador,Sharpie,2,572
8217223,Tijeras,Santillana,7,159
5365659,Cuaderno,Fabber Castell,10,141
2795387,Libro,Fabber Castell,8,592
3217407,Pegamento,Fabber Castell,20,256
4779610,Goma,Fabber Castell,2,556
5584887,Regla,Fabber Castell,15,622
1106910,Regla,Norma,7,318
8582550,Libro,Santillana,5,301
7123727,Libro,Bic,3,295
5861799,Regla,Maped,7,152
1890492,Lapiz,Santillana,13,461
7168732,Regla,Pritt,13,262
4714838,Libro,Santillana,10,401
9100536,Regla,Norma,10,588
8727715,Lapiz,Faber Castell,20,138
1061632,Sacapuntas,Staedtler,7,726
3535790,Borrador,Norma,20,139
4134911,Pegamento,Pritt,2,127
1657570,Goma,Milan,10,743
9765322,Plumon,Santillana,7,105
1840379,Lapiz,Faber Castell,13,656
4975597,Pegamento,Bic,11,305
4856610,Regla,Bic,2,707
2174552,Plumon,Maped,5,548
2053588,Lapiz,Santillana,3,580
6482350,Goma,Faber Castell,8,400
3066557,Plumon,Faber Castell,13,387
4386539,Plumon,Bic,20,239
5986548,Goma,Staedtler,20,396
5904327,Plumon,Pritt,8,790
1565114,Sacapuntas,Fabber Castell,10,669
1103091,Cuaderno,Faber Castell,11,619
7773156,Plumon,Faber Castell,7,162
9985647,Cuaderno,Maped,3,593
6780933,Cuaderno,Maped,13,670
1634430,Cuaderno,Norma,15,728
1425636,Tijeras,Norma,8,117
1985477,Regla,Norma,8,259
4802814,Lapiz,Sharpie,7,360
7855127,Borrador,Pritt,10,301
6121697,Regla,Sharpie,15,571
3245867,Tijeras,Staedtler,5,453
7919533,Lapiz,Sharpie,3,474
8704087,Lapiz,Fabber Castell,5,676
8568395,Borrador,Maped,10,611
8858089,Plumon,Sharpie,15,446
6128253,Sacapuntas,Bic,2,584
9298540,Plumon,Bic,10,302
8236343,Libro,Norma,3,726
1874032,Libro,Faber Castell,10,119
5221819,Lapiz,Maped,11,319
9173722,Regla,Bic,2,439
9647734,Libro,Santillana,13,408
5804853,Pegamento,Pritt,13,795
3595093,Sacapuntas,Norma,20,196
5188247,Pegamento,Bic,8,645
2415926,Libro,Pritt,5,164
7566276,Libro,Milan,15,693
1042028,Libro,Staedtler,2,388
5215334,Lapiz,Norma,8,699
9976156,Regla,Maped,2,402
2880322,Borrador,Santillana,15,438
1118495,Regla,Milan,8,274
2750580,Libro,Fabber Castell,5,754
4582258,Cuaderno,Norma,11,734
8017889,Goma,Fabber Castell,10,363
9257657,Pegamento,Bic,7,725
3052028,Plumon,Bic,15,573
1726133,Lapiz,Faber Castell,8,259
4506930,Sacapuntas,Fabber Castell,11,639
9167068,Regla,Milan,3,797
5177069,Tijeras,Sharpie,7,449
5783527,Pegamento,Pritt,3,609
1517369,Libro,Faber Castell,10,322
9628783,Tijeras,Pritt,8,154
4902493,Cuaderno,Maped,20,754
1983633,Regla,Faber Castell,13,143
2388821,Regla,Santillana,10,748
5580908,Goma,Maped,15,622
9458262,Borrador,Bic,10,756
9699068,Cuaderno,Pritt,7,190
2946736,Libro,Faber Castell,8,505
4489074,Sacapuntas,Faber Castell,10,516
4389654,Goma,Maped,3,305
9499903,Plumon,Faber Castell,10,444
6778661,Libro,Maped,13,151
9829559,Cuaderno,Sharpie,3,179
3251209,Borrador,Norma,7,125
2115283,Tijeras,Staedtler,10,405
2575043,Lapiz,Faber Castell,10,236
2977516,Pegamento,Staedtler,7,250
1456086,Sacapuntas,Fabber Castell,13,745
6521708,Libro,Bic,20,141
8602191,Regla,Fabber Castell,11,569
5202403,Cuaderno,Maped,2,290
3503625,Tijeras,Faber Castell,8,492
1492300,Pegamento,Faber Castell,8,341
8064107,Lapiz,Maped,13,477
8210723,Lapiz,Faber Castell,15,235
9833091,Cuaderno,Sharpie,3,322
7707585,Pegamento,Faber Castell,10,655
8257295,Plumon,Bic,7,488
1669078,Pegamento,Sharpie,11,556
6984489,Sacapuntas,Faber Castell,20,353
4630934,Regla,Staedtler,7,535
5539634,Regla,Milan,3,594
8629102,Cuaderno,Milan,15,747
9319810,Tijeras,Faber Castell,7,547
6796230,Borrador,Sharpie,7,504
6567517,Lapiz,Faber Castell,13,706
2955041,Libro,Faber Castell,3,515
6480449,Tijeras,Pritt,11,397
9152862,Plumon,Fabber Castell,2,133
7098441,Libro,Bic,11,415
7388040,Borrador,Bic,8,710
1292442,Regla,Sharpie,7,629
1086247,Borrador,Pritt,2,691
1765168,Pegamento,Sharpie,13,431
1509593,Lapiz,Maped,7,316
1960200,Sacapuntas,Faber Castell,2,729
5786908,Pegamento,Fabber Castell,2,653
8541594,Libro,Milan,11,710
5668509,Lapiz,Bic,7,765
7122310,Cuaderno,Milan,20,165
7541686,Plumon,Pritt,11,411
4480125,Libro,Santillana,2,446
4666199,Sacapuntas,Bic,20,247
2728580,Pegamento,Bic,8,141
9414845,Regla,Santillana,7,610
2354312,Goma,Santillana,8,239
3887699,Lapiz,Staedtler,10,459
9645539,Cuaderno,Fabber Castell,20,276
3014341,Regla,Fabber Castell,11,331
5202569,Tijeras,Bic,20,388
6066103,Borrador,Bic,2,544
3176266,Pegamento,Norma,7,557
3842511,Cuaderno,Maped,15,555
6320419,Regla,Pritt,11,272
7859572,Regla,Fabber Castell,10,632
9354281,Goma,Fabber Castell,2,255
3176581,Goma,Maped,8,383
5893557,Cuaderno,Pritt,10,298
5064154,Borrador,Sharpie,3,265
1132345,Cuaderno,Sharpie,10,795
3690897,Borrador,Staedtler,7,587
9774812,Lapiz,Maped,3,240
6313653,Pegamento,Staedtler,5,550
2841140,Goma,Maped,7,779
3193935,Lapiz,Pritt,5,667
4909195,Cuaderno,Maped,11,684
5044612,Goma,Santillana,2,449
8374813,Regla,Norma,11,314
2808831,Pegamento,Milan,5,606
3541740,Goma,Bic,15,136
2731321,Plumon,Santillana,5,434
5453926,Goma,Santillana,2,382
4353150,Regla,Maped,8,394
5934836,Lapiz,Pritt,20,410
5720701,Borrador,Fabber Castell,13,547
8196992,Pegamento,Bic,3,539
2402178,Lapiz,Santillana,3,725
9341167,Goma,Maped,11,653
8284453,Tijeras,Sharpie,15,229
3862126,Goma,Pritt,20,411
4577934,Sacapuntas,Staedtler,11,471
4760979,Libro,Bic,3,447
7612623,Goma,Staedtler,8,289
9588103,Lapiz,Fabber Castell,15,781
8968571,Sacapuntas,Pritt,20,392
7990769,Lapiz,Santillana,8,243
6436343,Libro,Faber Castell,3,287
8858947,Plumon,Maped,10,227
4183966,Plumon,Norma,15,556
7342458,Regla,Santillana,2,431
7832366,Regla,Fabber Castell,8,401
2574893,Plumon,Norma,15,657
4232478,Plumon,Norma,11,364
6617219,Libro,Sharpie,10,377
9940257,Pegamento,Santillana,8,457
4337506,Libro,Milan,7,543
7192671,Cuaderno,Norma,2,126
8466579,Borrador,Bic,3,193
4445729,Lapiz,Pritt,3,715
9070801,Borrador,Maped,3,277
8521210,Borrador,Maped,5,204
4927364,Libro,Milan,3,500
9313462,Cuaderno,Bic,8,446
7402335,Cuaderno,Staedtler,15,234
6059715,Regla,Maped,5,396
1597863,Regla,Santillana,20,609
7946883,Plumon,Bic,7,120
9631081,Pegamento,Pritt,2,656
8254560,Borrador,Staedtler,11,443
1240680,Regla,Pritt,15,560
2488753,Regla,Norma,13,788
2986121,Cuaderno,Norma,13,353
4483355,Regla,Pritt,20,191
3749443,Regla,Faber Castell,2,229
4138824,Goma,Santillana,8,400
1685332,Lapiz,Faber Castell,20,122
4693276,Libro,Fabber Castell,3,368
8716998,Sacapuntas,Santillana,2,352
6156512,Goma,Faber Castell,10,742
4766058,Regla,Maped,11,708
9141626,Borrador,Staedtler,10,443
7659371,Borrador,Fabber Castell,3,134
6845424,Plumon,Norma,8,204
7194328,Plumon,Faber Castell,13,775
2956993,Tijeras,Pritt,11,460
2348399,Borrador,Sharpie,3,194
9583719,Regla,Maped,10,578
1495144,Regla,Fabber Castell,3,328
3765064,Regla,Fabber Castell,10,176
6424249,Pegamento,Milan,3,252
9787209,Goma,Sharpie,2,471
6635001,Lapiz,Staedtler,3,734
2847056,Borrador,Staedtler,3,485
4396716,Pegamento,Norma,20,338
1926008,Plumon,Staedtler,8,137
6408056,Libro,Bic,3,791
8226756,Tijeras,Fabber Castell,5,338
3400654,Borrador,Staedtler,15,530
2006464,Libro,Milan,15,649
3690890,Borrador,Faber Castell,2,544
9640440,Sacapuntas,Santillana,20,761
6790465,Pegamento,Maped,20,483
4571585,Tijeras,Milan,11,113
9818029,Pegamento,Staedtler,5,394
6556119,Plumon,Staedtler,8,679
8459632,Plumon,Norma,5,247
3581090,Sacapuntas,Norma,2,438
7045458,Goma,Faber Castell,5,146
7807865,Tijeras,Bic,11,476
7946600,Cuaderno,Pritt,15,120
5133559,Libro,Bic,10,233
1044373,Regla,Norma,20,763
4201352,Sacapuntas,Maped,13,785
1812263,Pegamento,Faber Castell,8,353
8429078,Plumon,Santillana,15,282
1987706,Plumon,Staedtler,7,107
4478754,Regla,Bic,5,673
2501896,Pegamento,Norma,20,777
1521321,Cuaderno,Santillana,2,425
1043801,Regla,Norma,7,690
1914360,Goma,Faber Castell,2,765
6764134,Borrador,Sharpie,7,100
6297734,Borrador,Maped,10,745
7307639,Goma,Fabber Castell,20,272
3248284,Regla,Bic,8,172
5545323,Sacapuntas,Staedtler,8,683
9082468,Libro,Norma,8,714
5093418,Plumon,Maped,3,297
1723466,Lapiz,Staedtler,8,510
9654466,Tijeras,Bic,5,326
2510350,Borrador,Maped,15,506
1396798,Lapiz,Sharpie,7,798
7535984,Cuaderno,Norma,8,484
1002044,Pegamento,Staedtler,5,134
6849465,Plumon,Maped,2,421
7177182,Borrador,Staedtler,5,629
7302994,Lapiz,Faber Castell,3,613
4579237,Tijeras,Fabber Castell,10,312
7431408,Tijeras,Pritt,3,513
3561240,Plumon,Norma,20,665
1788175,Plumon,Faber Castell,3,732
9913989,Lapiz,Sharpie,3,143
4053174,Lapiz,Bic,13,547
9592227,Pegamento,Norma,15,177
8004789,Lapiz,Bic,15,427
9606387,Regla,Sharpie,3,172
9170166,Regla,Sharpie,20,579
4602763,Borrador,Pritt,10,558
6274878,Plumon,Pritt,20,108
9490225,Cuaderno,Pritt,2,637
5519986,Pegamento,Milan,2,114
5956310,Cuaderno,Sharpie,15,216
9972218,Libro,Fabber Castell,10,620
5038100,Libro,Norma,13,384
9618878,Tijeras,Fabber Castell,13,271
8809181,Plumon,Santillana,13,426
5333441,Cuaderno,Norma,7,167
7988576,Sacapuntas,Santillana,5,319
9486541,Lapiz,Fabber Castell,11,101
2465454,Sacapuntas,Norma,15,122
2027812,Regla,Faber Castell,8,769
5715355,Pegamento,Staedtler,8,759
1509544,Pegamento,Faber Castell,5,606
5058277,Plumon,Norma,5,555
4395048,Tijeras,Faber Castell,8,469
1332047,Regla,Fabber Castell,13,532
2257301,Cuaderno,Pritt,5,567
5838133,Libro,Pritt,10,362
2240888,Goma,Norma,7,493
1230726,Libro,Faber Castell,20,330
6813647,Lapiz,Pritt,11,774
8049207,Cuaderno,Santillana,5,314
1670575,Borrador,Faber Castell,3,504
2753700,Regla,Maped,11,445
8962711,Lapiz,Norma,10,517
2267826,Goma,Faber Castell,8,163
9813595,Tijeras,Pritt,10,242
8304450,Goma,Norma,10,465
7078188,Cuaderno,Sharpie,13,241
4017752,Tijeras,Milan,2,655
9585768,Plumon,Santillana,5,283
3837840,Libro,Santillana,10,112
9355101,Plumon,Staedtler,10,736
2274903,Sacapuntas,Milan,5,573
3357419,Regla,Staedtler,10,177
9356994,Tijeras,Bic,15,529
8717729,Tijeras,Santillana,5,624
2842913,Goma,Pritt,20,307
3409354,Pegamento,Pritt,5,211
6321310,Regla,Santillana,20,658
9735584,Libro,Sharpie,10,760
6543768,Lapiz,Sharpie,2,379
3087117,Goma,Pritt,2,236
8308604,Borrador,Pritt,5,352
9635955,Plumon,Norma,11,350
1288868,Regla,Maped,10,108
3516422,Tijeras,Milan,15,541
6240451,Libro,Santillana,20,422
5059056,Plumon,Norma,5,561
5814287,Pegamento,Norma,8,242
5313199,Regla,Staedtler,11,368
4694436,Goma,Maped,10,412
3673313,Plumon,Sharpie,20,734
5855462,Lapiz,Faber Castell,10,682
4872439,Regla,Maped,11,120
7835027,Libro,Santillana,5,237
8384898,Cuaderno,Fabber Castell,13,634
5652152,Goma,Milan,7,496
7491619,Libro,Pritt,10,331
6874696,Goma,Faber Castell,7,157
1649731,Pegamento,Pritt,10,728
